1000 , 100 , 36.5175 , 3 , 0.191669 , 191669
1000 , 1000 , 113.54 , 1 , 1.40434 , 1.40434e+006
1000 , 150 , 45.7278 , 2 , 0.24141 , 241410
1000 , 200 , 48.6215 , 1 , 0.291314 , 291314
1000 , 250 , 64.2352 , 2 , 0.400096 , 400096
1000 , 300 , 59.4537 , 1 , 0.432316 , 432316
1000 , 350 , 66.5945 , 1 , 0.498143 , 498143
1000 , 400 , 75.8376 , 1 , 0.568671 , 568671
1000 , 450 , 74.7075 , 1 , 0.639305 , 639305
1000 , 50 , 31.8739 , 3 , 0.103177 , 103177
1000 , 500 , 79.0185 , 1 , 0.706501 , 706501
1000 , 550 , 86.4415 , 1 , 0.796875 , 796875
1000 , 600 , 87.0904 , 1 , 0.857861 , 857861
1000 , 650 , 90.6726 , 1 , 0.913687 , 913687
1000 , 700 , 99.4752 , 1 , 0.98797 , 987970
1000 , 750 , 103.577 , 1 , 1.0559 , 1.0559e+006
1000 , 800 , 100.629 , 1 , 1.12869 , 1.12869e+006
1000 , 850 , 106.868 , 1 , 1.19291 , 1.19291e+006
1000 , 900 , 110.832 , 1 , 1.27685 , 1.27685e+006
1000 , 950 , 111.557 , 1 , 1.3682 , 1.3682e+006
100 , 100 , 38.2406 , 2 , 0.0497156 , 49715.6
100 , 1000 , 114.835 , 1 , 0.33945 , 339450
100 , 150 , 46.0104 , 2 , 0.0719424 , 71942.4
100 , 200 , 50.389 , 1 , 0.0685228 , 68522.8
100 , 250 , 57.1752 , 1 , 0.0910469 , 91046.9
100 , 300 , 65.255 , 1 , 0.103286 , 103286
100 , 350 , 68.72 , 1 , 0.121553 , 121553
100 , 400 , 74.3378 , 1 , 0.137573 , 137573
100 , 450 , 78.4061 , 1 , 0.153756 , 153756
100 , 50 , 29.961 , 2 , 0.0280844 , 28084.4
100 , 500 , 81.1031 , 1 , 0.170881 , 170881
100 , 550 , 82.867 , 1 , 0.188233 , 188233
100 , 600 , 89.3087 , 1 , 0.203139 , 203139
100 , 650 , 91.6458 , 1 , 0.2193 , 219300
100 , 700 , 93.2408 , 1 , 0.236263 , 236263
100 , 750 , 101.953 , 1 , 0.253621 , 253621
100 , 800 , 102.12 , 1 , 0.268068 , 268068
100 , 850 , 108.441 , 1 , 0.28642 , 286420
100 , 900 , 106.91 , 1 , 0.308527 , 308527
100 , 950 , 113.343 , 1 , 0.319152 , 319152
150 , 100 , 38.1239 , 2 , 0.0604115 , 60411.5
150 , 1000 , 114.835 , 1 , 0.399166 , 399166
150 , 150 , 44.2511 , 1 , 0.0656441 , 65644.1
150 , 200 , 52.83 , 1 , 0.0819961 , 81996.1
150 , 250 , 57.1752 , 1 , 0.101744 , 101744
150 , 300 , 60.681 , 1 , 0.125633 , 125633
150 , 350 , 69.2426 , 1 , 0.141867 , 141867
150 , 400 , 72.4503 , 1 , 0.157538 , 157538
150 , 450 , 78.1939 , 1 , 0.179625 , 179625
