50,10,15.2538,9,,0.447963,447963
50,20,21.5504,5,,0.260374,260374
50,30,28.1332,6,,0.471609,471609
50,40,27.3415,3,,0.315088,315088
50,50,32.1771,6,,0.888834,888834
50,60,34.1221,3,,0.422203,422203
50,70,36.2726,4,,0.642322,642322
50,80,38.7512,2,,0.365929,365929
50,90,40.715,3,,0.571529,571529
50,100,44.2983,3,9,0.783373,783373
100,10,15.2231,5,,0.223016,223016
100,20,23.8749,5,,0.250576,250576
100,30,23.7769,3,,0.236587,236587
100,40,27.3073,4,,0.427859,427859
100,50,31.054,4,,0.582677,582677
100,60,33.4025,6,,0.86651,866510
100,70,36.6442,3,,0.571324,571324
100,80,36.3626,3,,0.718672,718672
100,90,43.2091,4,,0.796543,796543
100,100,43.3279,3,6,0.697113,697113
150,10,17.8245,8,,0.394271,394271
150,20,23.8749,5,,0.280227,280227
150,30,25.1148,4,,0.339361,339361
150,40,28.1995,5,,0.472726,472726
150,50,30.9334,4,,0.632622,632622
150,60,35.832,3,,0.537872,537872
150,70,37.6132,2,,0.378504,378504
150,80,38.4364,5,,0.829006,829006
150,90,39.0754,2,,0.478621,478621
150,100,40.4848,2,8,0.487707,487707
200,10,17.8245,8,,0.346082,346082
200,20,22.691,7,,0.535569,535569
200,30,25.1519,10,,0.810972,810972
200,40,30.5381,7,,0.705955,705955
200,50,30.9334,3,,0.395845,395845
200,60,36.1177,3,,0.455235,455235
200,70,37.1759,2,,0.357135,357135
200,80,40.921,5,,1.0991,1.10E+06
200,90,42.125,3,,0.642179,642179
200,100,43.3494,3,10,0.63862,638620
250,10,16.0595,5,,0.190595,190595
250,20,23.5399,4,,0.271657,271657
250,30,25.6304,9,,0.748168,748168
250,40,30.0134,5,,0.490355,490355
250,50,30.5993,7,,0.889331,889331
250,60,36.8984,4,,0.606021,606021
250,70,39.9621,4,,0.64664,646640
250,80,39.845,4,,0.91055,910550
250,90,41.578,7,,1.45053,1.45E+06
250,100,40.4848,2,9,0.504205,504205
300,10,16.5184,12,,0.536542,536542
300,20,20.7552,6,,0.351409,351409
300,30,25.1519,6,,0.436191,436191
300,40,29.0483,5,,0.434283,434283
300,50,34.5575,5,,0.620189,620189
300,60,36.1177,3,,0.466698,466698
300,70,37.6132,3,,0.489685,489685
300,80,41.3413,4,,0.84892,848920
300,90,45.4231,4,,0.9339,933900
300,100,43.3494,3,12,0.681787,681787
350,10,20.346,9,,0.350052,350052
350,20,23.8945,8,,0.472393,472393
350,30,25.3739,10,,0.973444,973444
350,40,28.7736,7,,0.791377,791377
350,50,33.6811,4,,0.457842,457842
350,60,36.1177,3,,0.508295,508295
350,70,42.1804,4,,0.670576,670576
350,80,42.0473,3,,0.585296,585296
350,90,43.09,9,,1.92772,1.93E+06
350,100,40.4848,4,10,0.869128,869128
400,10,18.4175,14,,0.663443,663443
400,20,24.4932,7,,0.390284,390284
400,30,23.7179,5,,0.38854,388540
400,40,31.6648,7,,0.708177,708177
400,50,33.1498,5,,0.696477,696477
400,60,35.7536,3,,0.544527,544527
400,70,42.1804,4,,0.753977,753977
400,80,40.3692,3,,0.636294,636294
400,90,42.0139,4,,0.766956,766956
400,100,43.3494,4,14,0.896872,896872
450,10,17.211,11,,0.481064,481064
450,20,23.4404,4,,0.262871,262871
450,30,26.9109,7,,0.617687,617687
450,40,31.4724,5,,0.5176,517600
450,50,33.6811,4,,0.523029,523029
450,60,36.1177,3,,0.455103,455103
450,70,38.5578,4,,0.637378,637378
450,80,41.5892,3,,0.603029,603029
450,90,42.0139,4,,0.798334,798334
450,100,44.6241,4,11,0.951959,951959
500,10,20.3,19,,0.831384,831384
500,20,24.1667,6,,0.36462,364620
500,30,26.9456,9,,0.705179,705179
500,40,28.887,5,,0.509581,509581
500,50,33.57,7,,1.01764,1.02E+06
500,60,35.8189,3,,0.497401,497401
500,70,38.7271,4,,0.700717,700717
500,80,42.7853,3,,0.547998,547998
500,90,43.0249,6,,1.33348,1.33E+06
500,100,42.5663,2,19,0.524073,524073
550,10,19.2607,14,,0.649939,649939
550,20,24.4932,8,,0.631396,631396
550,30,28.2988,7,,0.558716,558716
550,40,31.9439,9,,0.883177,883177
550,50,33.6811,5,,0.786943,786943
550,60,36.1177,3,,0.477204,477204
550,70,40.8753,4,,0.881579,881579
550,80,41.9805,4,,0.859644,859644
550,90,43.5752,5,,0.98503,985030
550,100,42.5663,2,14,0.545426,545426
600,10,16.7711,9,,0.376682,376682
600,20,21.9372,5,,0.332917,332917
600,30,25.4474,9,,0.736376,736376
600,40,30.5075,10,,1.24811,1.25E+06
600,50,32.1771,6,,0.919168,919168
600,60,35.8189,3,,0.58761,587610
600,70,38.5578,4,,0.689823,689823
600,80,40.7723,4,,0.831017,831017
600,90,40.2765,4,,1.01583,1.02E+06
600,100,42.5663,2,10,0.624687,624687
650,10,16.0012,8,,0.375473,375473
650,20,24.2246,5,,0.320776,320776
650,30,27.4949,10,,1.00757,1.01E+06
650,40,30.4001,5,,0.508714,508714
650,50,34.9073,5,,0.616438,616438
650,60,35.8189,3,,0.618808,618808
650,70,36.9869,3,,0.646149,646149
650,80,41.3413,4,,0.791729,791729
650,90,40.9781,6,,1.34799,1.35E+06
650,100,46.0463,4,10,0.991993,991993
700,10,16.0012,13,,0.596841,596841
700,20,22.4217,6,,0.367061,367061
700,30,26.8239,8,,0.70247,702470
700,40,30.782,7,,0.772428,772428
700,50,33.6811,4,,0.68208,682080
700,60,36.1177,3,,0.633072,633072
700,70,37.7372,3,,0.568965,568965
700,80,39.385,2,,0.480268,480268
700,90,41.4429,5,,1.1826,1.18E+06
700,100,42.5663,3,13,0.818129,818129
750,10,15.825,13,,0.615989,615989
