100,0.002493766,1.47324,1.666,1.483164763,1.44369
200,0.004987531,1.50643,1.666,1.483164763,1.52224
300,0.007481297,1.44556,1.666,1.483164763,1.55227
400,0.009975062,1.42569,1.666,1.483164763,1.51091
500,0.012468828,1.51106,1.666,1.483164763,1.50657
600,0.014962594,1.61311,1.666,1.483164763,1.56213
700,0.017456359,1.42688,1.666,1.483164763,1.46335
800,0.019950125,1.51913,1.666,1.483164763,1.4633
900,0.02244389,1.47937,1.666,1.483164763,1.45617
1000,0.024937656,1.55366,1.666,1.483164763,1.41014
1100,0.027431421,1.54519,1.666,1.483164763,1.53527
1200,0.029925187,1.45363,1.666,1.483164763,1.48809
1300,0.032418953,1.45116,1.666,1.483164763,1.51356
1400,0.034912718,1.51562,1.666,1.483164763,1.51106
1500,0.037406484,1.50188,1.666,1.483164763,1.55037
1600,0.039900249,1.45853,1.666,1.483164763,1.52461
1700,0.042394015,1.53701,1.666,1.483164763,1.50596
1800,0.044887781,1.54194,1.666,1.483164763,1.51762
1900,0.047381546,1.42966,1.666,1.483164763,1.45253
2000,0.049875312,1.52367,1.666,1.483164763,1.53361
2100,0.052369077,1.4179,1.666,1.483164763,1.49514
2200,0.054862843,1.42286,1.666,1.483164763,1.51438
2300,0.057356608,1.44609,1.666,1.483164763,1.42569
2400,0.059850374,1.52461,1.666,1.483164763,1.42078
2500,0.06234414,1.46928,1.666,1.483164763,1.48164
2600,0.064837905,1.4864,1.666,1.483164763,1.47535
2700,0.067331671,1.48458,1.666,1.483164763,1.51913
2800,0.069825436,1.39483,1.666,1.483164763,1.49142
2900,0.072319202,1.37347,1.666,1.483164763,1.4455
3000,0.074812968,1.58098,1.666,1.483164763,1.37798
3100,0.077306733,1.4834,1.666,1.483164763,1.44663
3200,0.079800499,1.54138,1.666,1.483164763,1.6021
3300,0.082294264,1.43677,1.666,1.483164763,1.46704
3400,0.08478803,1.48524,1.666,1.483164763,1.53884
3500,0.087281796,1.44047,1.666,1.483164763,1.515
3600,0.089775561,1.4633,1.666,1.483164763,1.54954
3700,0.092269327,1.44659,1.666,1.483164763,1.37603
3800,0.094763092,1.41756,1.666,1.483164763,1.42688
3900,0.097256858,1.51291,1.666,1.483164763,1.44876
4000,0.099750623,1.49196,1.666,1.483164763,1.38784
4100,0.102244389,1.44568,1.666,1.483164763,1.4963
4200,0.104738155,1.52224,1.666,1.483164763,1.52404
4300,0.10723192,1.49514,1.666,1.483164763,1.46997
4400,0.109725686,1.5488,1.666,1.483164763,1.58428
4500,0.112219451,1.58006,1.666,1.483164763,1.58006
4600,0.114713217,1.44876,1.666,1.483164763,1.37242
4700,0.117206983,1.47326,1.666,1.483164763,1.37852
4800,0.119700748,1.51438,1.666,1.483164763,1.5441
4900,0.122194514,1.45736,1.666,1.483164763,1.45175
5000,0.124688279,1.52985,1.666,1.483164763,1.44548
5100,0.127182045,1.52404,1.666,1.483164763,1.53981
5200,0.12967581,1.59194,1.666,1.483164763,1.52347
5300,0.132169576,1.43018,1.666,1.483164763,1.51151
5400,0.134663342,1.58428,1.666,1.483164763,1.41628
5500,0.137157107,1.53721,1.666,1.483164763,1.61605
5600,0.139650873,1.51837,1.666,1.483164763,1.46296
5700,0.142144638,1.65661,1.666,1.483164763,1.44809
5800,0.144638404,1.36653,1.666,1.483164763,1.40452
5900,0.14713217,1.55227,1.666,1.483164763,1.56939
6000,0.149625935,1.53098,1.666,1.483164763,1.61311
6100,0.152119701,1.44943,1.666,1.483164763,1.44279
6200,0.154613466,1.56213,1.666,1.483164763,1.46793
6300,0.157107232,1.53304,1.666,1.483164763,1.53066
6400,0.159600998,1.47972,1.666,1.483164763,1.50644
6500,0.162094763,1.49275,1.666,1.483164763,1.51782
6600,0.164588529,1.51756,1.666,1.483164763,1.45357
6700,0.167082294,1.43203,1.666,1.483164763,1.44266
6800,0.16957606,1.47956,1.666,1.483164763,1.52359
6900,0.172069825,1.54081,1.666,1.483164763,1.51847
