10 , 20 , 56 , 0 , 0
10 , 20 , 56 , 0 , 0
11 , 22 , 53 , 0 , 0
11 , 46 , 26 , 0 , 0
11 , 34 , 39 , 0 , 0
12 , 24 , 51 , 0 , 0
12 , 50 , 37 , 0 , 0
12 , 37 , 44 , 0 , 0
13 , 26 , 62 , 0 , 0
13 , 54 , 40 , 0 , 0
13 , 40 , 51 , 0 , 0
14 , 28 , 70 , 0 , 0
14 , 58 , 42 , 0 , 0
14 , 43 , 56 , 0 , 0
15 , 30 , 49 , 0 , 0
15 , 62 , 48 , 0 , 0
15 , 46 , 48 , 0 , 0
16 , 32 , 85 , 0 , 0
16 , 66 , 49 , 0 , 0
16 , 49 , 67 , 0 , 0
17 , 34 , 71 , 0 , 0
17 , 70 , 42 , 0 , 0
17 , 52 , 56 , 0 , 0
18 , 36 , 88 , 0 , 0
18 , 74 , 59 , 0 , 0
18 , 55 , 73 , 0 , 0
19 , 38 , 108 , 0 , 0
19 , 78 , 65 , 0 , 0
19 , 58 , 86 , 0 , 0
20 , 40 , 104 , 0 , 0
20 , 82 , 50 , 0 , 0
20 , 166 , 37 , 0 , 0
20 , 96 , 63 , 0 , 0
21 , 42 , 88 , 0 , 0
21 , 86 , 57 , 0 , 0
21 , 174 , 41 , 0 , 0
21 , 100 , 62 , 0 , 0
22 , 44 , 99 , 0 , 0
22 , 90 , 62 , 0 , 0
22 , 182 , 37 , 0 , 0
22 , 105 , 66 , 0 , 0
23 , 46 , 113 , 0 , 0
23 , 94 , 73 , 0 , 0
23 , 190 , 45 , 0 , 0
23 , 110 , 77 , 0 , 0
24 , 48 , 112 , 0 , 0
24 , 98 , 68 , 0 , 0
24 , 198 , 51 , 0 , 0
24 , 114 , 77 , 0 , 0
25 , 50 , 110 , 0 , 0
25 , 102 , 91 , 0 , 0
25 , 206 , 41 , 0 , 0
25 , 119 , 80 , 0 , 0
26 , 52 , 124 , 0 , 0
26 , 106 , 82 , 0 , 0
26 , 214 , 52 , 0 , 0
26 , 124 , 86 , 0 , 0
27 , 54 , 148 , 0 , 0
27 , 110 , 86 , 0 , 0
27 , 222 , 57 , 0 , 0
27 , 128 , 97 , 0 , 0
28 , 56 , 134 , 0 , 0
28 , 114 , 86 , 0 , 0
28 , 230 , 59 , 0 , 0
28 , 133 , 93 , 0 , 0
29 , 58 , 127 , 0 , 0
29 , 118 , 92 , 0 , 0
29 , 238 , 56 , 0 , 0
29 , 138 , 91 , 0 , 0
30 , 60 , 147 , 0 , 0
30 , 122 , 90 , 0 , 0
30 , 246 , 56 , 0 , 0
30 , 142 , 97 , 0 , 0
31 , 62 , 142 , 0 , 0
31 , 126 , 93 , 0 , 0
31 , 254 , 56 , 0 , 0
31 , 147 , 97 , 0 , 0
32 , 64 , 146 , 0 , 0
32 , 130 , 94 , 0 , 0
32 , 262 , 73 , 0 , 0
32 , 152 , 104 , 0 , 0
33 , 66 , 172 , 0 , 0
33 , 134 , 94 , 0 , 0
33 , 270 , 59 , 0 , 0
33 , 156 , 108 , 0 , 0
34 , 68 , 189 , 0 , 0
34 , 138 , 109 , 0 , 0
34 , 278 , 78 , 0 , 0
34 , 161 , 125 , 0 , 0
35 , 70 , 191 , 0 , 0
35 , 142 , 100 , 0 , 0
35 , 286 , 64 , 0 , 0
35 , 166 , 118 , 0 , 0
36 , 72 , 215 , 0 , 0
36 , 146 , 107 , 0 , 0
36 , 294 , 73 , 0 , 0
36 , 590 , 51 , 0 , 0
36 , 275 , 111 , 0 , 0
37 , 74 , 186 , 0 , 0
37 , 150 , 109 , 0 , 0
37 , 302 , 65 , 0 , 0
37 , 606 , 48 , 0 , 0
37 , 283 , 102 , 0 , 0
38 , 76 , 178 , 0 , 0
38 , 154 , 107 , 0 , 0
38 , 310 , 82 , 0 , 0
38 , 622 , 45 , 0 , 0
38 , 290 , 103 , 0 , 0
39 , 78 , 221 , 0 , 0
39 , 158 , 124 , 0 , 0
39 , 318 , 78 , 0 , 0
39 , 638 , 45 , 0 , 0
39 , 298 , 117 , 0 , 0
40 , 80 , 192 , 0 , 0
40 , 162 , 105 , 0 , 0
40 , 326 , 76 , 0 , 0
40 , 654 , 54 , 0 , 0
40 , 305 , 106 , 0 , 0
41 , 82 , 222 , 0 , 0
41 , 166 , 110 , 0 , 0
41 , 334 , 81 , 0 , 0
41 , 670 , 49 , 0 , 0
41 , 313 , 115 , 0 , 0
42 , 84 , 205 , 0 , 0
42 , 170 , 120 , 0 , 0
42 , 342 , 76 , 0 , 0
42 , 686 , 51 , 0 , 0
42 , 320 , 113 , 0 , 0
43 , 86 , 250 , 0 , 0
43 , 174 , 160 , 0 , 0
43 , 350 , 76 , 0 , 0
43 , 702 , 66 , 0 , 0
43 , 328 , 138 , 0 , 0
44 , 88 , 220 , 0 , 0
44 , 178 , 142 , 0 , 0
44 , 358 , 83 , 0 , 0
44 , 718 , 53 , 0 , 0
44 , 335 , 124 , 0 , 0
45 , 90 , 274 , 0 , 0
45 , 182 , 165 , 0 , 0
45 , 366 , 71 , 0 , 0
45 , 734 , 60 , 0 , 0
45 , 343 , 142 , 0 , 0
46 , 92 , 268 , 0 , 0
46 , 186 , 134 , 0 , 0
46 , 374 , 99 , 0 , 0
46 , 750 , 61 , 0 , 0
46 , 350 , 140 , 0 , 0
47 , 94 , 256 , 0 , 0
47 , 190 , 153 , 0 , 0
47 , 382 , 100 , 0 , 0
47 , 766 , 66 , 0 , 0
47 , 358 , 143 , 0 , 0
48 , 96 , 249 , 0 , 0
48 , 194 , 132 , 0 , 0
48 , 390 , 110 , 0 , 0
48 , 782 , 66 , 0 , 0
48 , 365 , 139 , 0 , 0
49 , 98 , 277 , 0 , 0
49 , 198 , 173 , 0 , 0
49 , 398 , 91 , 0 , 0
49 , 798 , 60 , 0 , 0
49 , 373 , 150 , 0 , 0
50 , 100 , 285 , 0 , 0
50 , 202 , 180 , 0 , 0
50 , 406 , 78 , 0 , 0
50 , 814 , 60 , 0 , 0
50 , 380 , 150 , 0 , 0
