100,1.350234922,1.466
200,1.350234922,1.466
300,1.437911523,1.466
400,1.425311825,1.466
500,1.4012167,1.466
600,1.375911112,1.466
700,1.42604216,1.466
800,1.328943438,1.466
900,1.415772611,1.466
1000,1.454515527,1.466
1100,1.386294134,1.466
1200,1.383635471,1.466
1300,1.417493392,1.466
1400,1.395921799,1.466
1500,1.37363375,1.466
1600,1.430260848,1.466
1700,1.435932238,1.466
1800,1.429855201,1.466
1900,1.440126018,1.466
2000,1.434375218,1.466
2100,1.377157076,1.466
2200,1.37433558,1.466
2300,1.39737929,1.466
2400,1.366914235,1.466
2500,1.419073203,1.466
2600,1.41490116,1.466
2700,1.398224518,1.466
2800,1.404561082,1.466
2900,1.37949275,1.466
3000,1.437003066,1.466
3100,1.405993209,1.466
3200,1.360844616,1.466
3300,1.398068281,1.466
3400,1.375766392,1.466
3500,1.364490516,1.466
3600,1.386217967,1.466
3700,1.3691818,1.466
3800,1.364490516,1.466
3900,1.386217967,1.466
4000,1.3691818,1.466
4100,1.451652243,1.466
4200,1.389955493,1.466
4300,1.451493742,1.466
4400,1.416553247,1.466
4500,1.390487075,1.466
4600,1.37442027,1.466
4700,1.370698945,1.466
4800,1.34624783,1.466
4900,1.408738844,1.466
5000,1.356614782,1.466
5100,1.336342974,1.466
5200,1.441234745,1.466
5300,1.385735132,1.466
5400,1.438414442,1.466
5500,1.386794127,1.466
5600,1.412948952,1.466
5700,1.370699217,1.466
5800,1.352698069,1.466
5900,1.352698069,1.466
6000,1.348351729,1.466
6100,1.403627324,1.466
6200,1.356559641,1.466
6300,1.422953719,1.466
6400,1.382799505,1.466
6500,1.36366437,1.466
6600,1.33226662,1.466
6700,1.358677205,1.466
6800,1.337864966,1.466
6900,1.399626876,1.466
7000,1.378089117,1.466
7100,1.393895172,1.466
7200,1.388938095,1.466
7300,1.378143389,1.466
7400,1.385345046,1.466
7500,1.378185105,1.466
7600,1.404293319,1.466
7700,1.362216664,1.466
7800,1.34648642,1.466
7900,1.437843503,1.466
8000,1.404681414,1.466
8100,1.363136451,1.466
8200,1.395563348,1.466
8300,1.416753134,1.466
8400,1.35401319,1.466
8500,1.417584761,1.466
8600,1.43857729,1.466
8700,1.361957167,1.466
8800,1.372536809,1.466
8900,1.387067323,1.466
9000,1.382266988,1.466
9100,1.341191271,1.466
9200,1.392322928,1.466
9300,1.351733641,1.466
9400,1.401984074,1.466
9500,1.358581496,1.466
9600,1.344139871,1.466
9700,1.344139871,1.466
9800,1.335898341,1.466
