50,1.350234922,1.437911523,1.425311825,1.4012167,1.375911112,1.42604216,1.328943438,1.415772611,1.454515527,1.386294134,1.383635471,1.417493392,1.395921799,1.37363375,1.430260848,1.435932238,1.429855201,1.440126018,1.434375218,1.377157076,1.466
100,1.37433558,1.451652243,1.348351729,1.437843503,1.335898341,1.365453652,1.382108564,1.378614898,1.374477027,1.386976774,1.41372469,1.377701754,1.435861979,1.394842517,1.377541432,1.366524972,1.384033976,1.362394651,1.373483964,1.388545475,1.466
150,1.39737929,1.389955493,1.403627324,1.404681414,1.395741139,1.445253492,1.344864211,1.379030074,1.404168683,1.415032158,1.45248803,1.399695992,1.317096207,1.405108025,1.416943597,1.401062019,1.390010629,1.394328165,1.383628337,1.449766663,1.466
200,1.366914235,1.451493742,1.356559641,1.363136451,1.390129165,1.334570599,1.356707576,1.413194195,1.458574715,1.455521938,1.333787992,1.450408401,1.421220557,1.403668647,1.395962523,1.328424363,1.434877315,1.408362333,1.400869778,1.397343367,1.466
250,1.419073203,1.416553247,1.422953719,1.395563348,1.390763868,1.394270872,1.356441512,1.338970119,1.323830464,1.423877732,1.356293326,1.421734988,1.355325087,1.415798977,1.452922745,1.317869422,1.414321714,1.418278536,1.434221831,1.385338006,1.466
300,1.41490116,1.390487075,1.382799505,1.416753134,1.369050364,1.412769368,1.459666656,1.358991238,1.358314533,1.356712189,1.34951652,1.355327518,1.436673022,1.354025736,1.419544679,1.386928472,1.385893386,1.385848741,1.400835635,1.352668478,1.466
350,1.398224518,1.37442027,1.36366437,1.35401319,1.349729652,1.429720485,1.413591245,1.354597958,1.441094179,1.351687329,1.358486665,1.436687489,1.358691301,1.358901974,1.387107349,1.452332674,1.452133132,1.35817112,1.385412362,1.364007413,1.466
400,1.404561082,1.370698945,1.33226662,1.417584761,1.419204926,1.312962676,1.396069868,1.362998035,1.456297814,1.360545765,1.410524756,1.357724469,1.363571706,1.357034392,1.358692427,1.355963946,1.35534657,1.35533367,1.357529709,1.335720791,1.466
450,1.37949275,1.34624783,1.358677205,1.43857729,1.37748786,1.420968504,1.429002605,1.391454705,1.412023214,1.390288513,1.387540275,1.388263907,1.386908476,1.363464643,1.451956945,1.385514957,1.335974523,1.421951613,1.353978304,1.392661767,1.466
500,1.437003066,1.408738844,1.337864966,1.361957167,1.33884484,1.337746706,1.435227709,1.411142339,1.41009706,1.393484031,1.392784432,1.387158327,1.391638005,1.386135505,1.362946036,1.394370347,1.394352989,1.335839956,1.362130827,1.376256086,1.466
550,1.405993209,1.356614782,1.399626876,1.372536809,1.417294472,1.39436848,1.336870807,1.427271528,1.420395393,1.393339022,1.422957863,1.39230749,1.430717211,1.391150286,1.386051669,1.401174642,1.401161592,1.393730343,1.433519899,1.369797851,1.466
600,1.360844616,1.336342974,1.378089117,1.387067323,1.434983577,1.348690241,1.33636215,1.434456734,1.433022472,1.423138257,1.37420988,1.422295545,1.373316022,1.399550938,1.389612259,1.371243082,1.370843668,1.400027122,1.387711279,1.378977773,1.466
650,1.398068281,1.441234745,1.393895172,1.382266988,1.438520367,1.313251813,1.397694054,1.376288261,1.37558119,1.374811151,1.329344942,1.374022533,1.334784037,1.372028511,1.401521504,1.382219693,1.381491849,1.370186111,1.377053494,1.394799111,1.466
700,1.375766392,1.385735132,1.388938095,1.341191271,1.422829447,1.349555797,1.392645476,1.389247913,1.388288389,1.387029513,1.407543854,1.425897277,1.398056826,1.424664927,1.371482489,1.396673927,1.39115949,1.380852186,1.369899726,1.337132086,1.466
750,1.364490516,1.438414442,1.378143389,1.392322928,1.339154238,1.331795813,1.360717638,1.39671679,1.396126705,1.314800711,1.343049721,1.411025569,1.342550135,1.393185424,1.382896726,1.340100017,1.339819992,1.39091189,1.379992234,1.351543153,1.466
800,1.386217967,1.386794127,1.385345046,1.351733641,1.390520073,1.39436848,1.348340496,1.380385288,1.390319874,1.379222693,1.356626476,1.342867439,1.355296507,1.341501901,1.397074047,1.353961443,1.353099522,1.338109534,1.390107797,1.416415658,1.466
850,1.3691818,1.412948952,1.378185105,1.401984074,1.349962479,1.348690241,1.319858087,1.359760103,1.359084733,1.357454195,1.419609802,1.355884708,1.421396205,1.355004912,1.341009733,1.418768026,1.4186141,1.352756598,1.337845934,1.398635813,1.466
900,1.364490516,1.370699217,1.404293319,1.358581496,1.401003138,1.313251813,1.360717638,1.347797399,1.346961106,1.422922487,1.410823653,1.422278113,1.413383737,1.421063605,1.354491454,1.405871545,1.400200954,1.417846537,1.352227944,1.351543153,1.466
950,1.386217967,1.352698069,1.362216664,1.344139871,1.357266623,1.349555797,1.348340496,1.415464828,1.412118801,1.407043723,1.419609802,1.405352239,1.421396205,1.41263374,1.420476023,1.418768026,1.4186141,1.404241379,1.414178052,1.416415658,1.466
1000,1.3691818,1.352698069,1.34648642,1.344139871,1.34167595,1.331795813,1.319858087,1.415464828,1.412118801,1.407043723,1.410823653,1.405352239,1.413383737,1.41263374,1.401961769,1.405871545,1.400200954,1.404241379,1.403923664,1.398635813,1.466
