560 , 1120 , 26972 , 27049 , 1.00285
560 , 2242 , 15807 , 27903 , 1.76523
560 , 4486 , 8623 , 27111 , 3.14403
560 , 8974 , 4238 , 28234 , 6.6621
560 , 17950 , 2569 , 28680 , 11.1639
560 , 35902 , 1439 , 28855 , 20.0521
560 , 71806 , 848 , 27776 , 32.7547
560 , 143614 , 605 , 28177 , 46.5736
560 , 35761 , 7637 , 27973 , 15
