500 , 1000 , 250
500 , 10036 , 3
500 , 10538 , 3
500 , 110004 , 2
500 , 11040 , 3
500 , 11542 , 3
500 , 120002 , 2
500 , 12044 , 3
500 , 12546 , 3
500 , 13048 , 3
500 , 13550 , 3
500 , 14052 , 3
500 , 14554 , 3
500 , 1502 , 10
500 , 15056 , 3
500 , 15558 , 3
500 , 16060 , 3
500 , 16562 , 3
500 , 17064 , 3
500 , 17566 , 3
500 , 18068 , 3
500 , 18570 , 3
500 , 19072 , 3
500 , 19574 , 3
500 , 2004 , 8
500 , 20076 , 3
500 , 20578 , 3
500 , 21080 , 3
500 , 21582 , 3
500 , 2506 , 6
500 , 30002 , 2
500 , 3008 , 5
500 , 35004 , 2
500 , 3510 , 5
500 , 40006 , 2
500 , 4012 , 5
500 , 45008 , 2
500 , 4514 , 4
500 , 50010 , 2
500 , 5016 , 4
500 , 55012 , 2
500 , 5518 , 4
500 , 60014 , 2
500 , 6020 , 4
500 , 65016 , 2
500 , 6522 , 4
500 , 70018 , 2
500 , 7024 , 4
500 , 7526 , 3
500 , 8028 , 3
500 , 8530 , 4
500 , 9032 , 3
500 , 9534 , 3
