50,50,32.1771,6,0.570284,570284
50,100,44.2983,3,0.557898,557898
50,150,47.9062,3,0.823511,823511
50,200,56.3659,2,0.760174,760174
50,250,63.6755,3,1.43795,1.44E+06
50,300,73.1992,2,1.10058,1.10E+06
50,350,73.2502,1,0.830836,830836
50,400,81.5618,2,1.55505,1.56E+06
50,450,86.0117,2,1.72835,1.73E+06
50,500,89.5251,1,1.21292,1.21E+06
50,550,94.1695,1,1.543,1.54E+06
50,600,96.7779,1,1.55715,1.56E+06
50,650,104.717,2,2.36212,2.36E+06
50,700,106.254,2,2.53689,2.54E+06
50,750,106.597,1,1.75672,1.76E+06
50,800,113.15,1,1.92379,1.92E+06
50,850,114.439,1,1.97776,1.98E+06
50,900,116.979,1,2.1044,2.10E+06
50,950,122.11,1,2.27382,2.27E+06
50,1000,123.541,1,2.34861,2.35E+06
100,50,31.054,4,0.417579,417579
100,100,43.3279,3,0.587738,587738
100,150,49.8748,2,0.608516,608516
100,200,60.2367,2,0.852321,852321
100,250,65.5697,2,0.981481,981481
100,300,70.0818,1,0.747203,747203
100,350,79.93,2,1.35784,1.36E+06
100,400,79.8365,1,1.05469,1.05E+06
100,450,84.2056,1,1.12317,1.12E+06
100,500,87.1021,1,1.34212,1.34E+06
100,550,95.578,2,2.28197,2.28E+06
100,600,95.9147,1,1.4939,1.49E+06
100,650,98.4246,1,1.56574,1.57E+06
100,700,110.056,2,2.57282,2.57E+06
100,750,109.494,1,1.81185,1.81E+06
100,800,117.493,2,2.92508,2.93E+06
100,850,116.462,1,2.0332,2.03E+06
100,900,122.344,2,3.30271,3.30E+06
100,950,121.727,1,2.2952,2.30E+06
100,1000,123.329,1,2.39569,2.40E+06
150,50,30.9334,4,0.472163,472163
150,100,40.4848,2,0.417774,417774
150,150,50.9316,2,0.591824,591824
150,200,56.7377,1,0.519303,519303
150,250,66.4545,2,0.970536,970536
150,300,70.0818,2,1.158,1.16E+06
150,350,74.3643,1,0.91327,913270
150,400,77.8093,1,1.02278,1.02E+06
150,450,83.9778,1,1.14395,1.14E+06
150,500,87.1021,1,1.26776,1.27E+06
150,550,95.578,2,2.34311,2.34E+06
150,600,98.0775,1,1.52712,1.53E+06
150,650,103.158,2,2.46734,2.47E+06
150,700,106.636,2,2.66179,2.66E+06
150,750,109.464,2,2.84073,2.84E+06
150,800,113.8,2,3.02614,3.03E+06
150,850,116.482,2,3.20357,3.20E+06
150,900,122.344,2,3.43851,3.44E+06
150,950,121.727,1,2.35291,2.35E+06
150,1000,123.329,1,2.47981,2.48E+06
200,50,30.9334,3,0.324756,324756
200,100,43.3494,3,0.564301,564301
200,150,51.3154,2,0.604383,604383
200,200,57.3113,1,0.535208,535208
200,250,65.2698,2,0.979391,979391
200,300,72.0929,2,1.17751,1.18E+06
200,350,74.3643,1,0.952582,952582
200,400,83.0828,2,1.57636,1.58E+06
200,450,91.4306,3,2.51381,2.51E+06
200,500,94.11,2,2.0714,2.07E+06
200,550,93.3623,2,2.19882,2.20E+06
200,600,98.0775,1,1.5841,1.58E+06
200,650,103.158,2,2.48202,2.48E+06
200,700,106.754,2,2.73078,2.73E+06
200,750,107.039,1,1.93976,1.94E+06
200,800,114.798,2,3.11183,3.11E+06
200,850,114.773,1,2.16549,2.17E+06
200,900,122.344,2,3.47439,3.47E+06
200,950,121.727,1,2.46736,2.47E+06
200,1000,123.329,1,2.60847,2.61E+06
250,50,30.5993,7,0.754734,754734
250,100,40.4848,2,0.454051,454051
250,150,51.3154,2,0.688285,688285
250,200,58.5692,3,1.08985,1.09E+06
250,250,65.2698,2,1.01859,1.02E+06
250,300,70.0617,2,1.20469,1.20E+06
250,350,74.3643,1,1.05527,1.06E+06
250,400,83.4308,2,1.7882,1.79E+06
250,450,85.9248,2,1.87028,1.87E+06
250,500,87.8392,1,1.3543,1.35E+06
250,550,97.6574,2,2.18282,2.18E+06
250,600,102.976,2,2.38417,2.38E+06
250,650,107.348,2,2.54891,2.55E+06
250,700,110.056,2,2.7516,2.75E+06
250,750,107.039,1,1.9653,1.97E+06
250,800,114.798,2,3.18958,3.19E+06
250,850,114.773,1,2.23511,2.24E+06
250,900,122.344,2,3.64562,3.65E+06
250,950,121.727,1,2.53034,2.53E+06
250,1000,123.329,1,2.66349,2.66E+06
300,50,34.5575,5,0.508746,508746
300,100,43.3494,3,0.589301,589301
300,150,54.7428,4,1.16913,1.17E+06
300,200,62.8408,4,1.58027,1.58E+06
300,250,68.9865,3,1.37348,1.37E+06
300,300,70.0617,2,1.23216,1.23E+06
300,350,79.8306,3,2.03659,2.04E+06
300,400,78.6692,1,1.12918,1.13E+06
300,450,91.4306,3,2.78818,2.79E+06
