50,50,21.5091
50,100,29.0965
50,150,35.4799
50,200,41.0132
50,250,45.5678
50,300,49.5875
50,350,53.588
50,400,57.4754
50,450,60.7899
50,500,64.0277
50,550,67.0455
50,600,70.1547
50,650,72.8718
50,700,75.5722
50,750,78.3315
50,800,80.9331
50,850,83.182
50,900,85.7309
50,950,88.0886
50,1000,90.2298
100,50,21.5966
100,100,29.8473
100,150,35.8823
100,200,41.4998
100,250,46.2882
100,300,50.4009
100,350,54.2836
100,400,58.0874
100,450,61.4326
100,500,64.6999
100,550,67.8465
100,600,70.7015
100,650,73.6522
100,700,76.3623
100,750,79.0151
100,800,81.6823
100,850,83.9793
100,900,86.5877
100,950,88.8065
100,1000,91.1726
150,50,21.7029
150,100,30.0254
150,150,36.2857
150,200,41.8247
150,250,46.7018
150,300,50.6811
150,350,54.5327
150,400,58.4037
150,450,61.8085
150,500,65.1053
150,550,68.2882
150,600,71.1692
150,650,74.007
150,700,76.7752
150,750,79.4286
150,800,82.1456
150,850,84.5184
150,900,87.1214
150,950,89.3595
150,1000,91.5932
200,50,22.0761
200,100,30.1489
200,150,36.5317
200,200,42.0437
200,250,46.7695
200,300,50.886
200,350,54.9214
200,400,58.6087
200,450,62.1436
200,500,65.4188
200,550,68.5501
200,600,71.4571
200,650,74.3713
200,700,77.2311
200,750,79.8089
200,800,82.4507
200,850,84.908
200,900,87.2649
200,950,89.5986
200,1000,91.7531
250,50,22.2393
250,100,30.3053
250,150,36.7657
250,200,42.1322
250,250,46.9309
250,300,51.1754
250,350,55.0957
250,400,58.787
250,450,62.3779
250,500,65.6082
250,550,68.9041
250,600,71.7611
250,650,74.6239
250,700,77.3501
250,750,79.9303
250,800,82.5576
250,850,85.0194
250,900,87.326
250,950,89.6854
250,1000,91.9216
300,50,22.2959
300,100,30.3984
300,150,36.8441
300,200,42.278
300,250,47.0073
300,300,51.3102
300,350,55.2364
300,400,58.9472
300,450,62.6027
300,500,65.9123
300,550,69.1248
300,600,71.8602
300,650,74.7284
300,700,77.4514
300,750,80.0144
300,800,82.6704
300,850,85.0996
300,900,87.4303
300,950,89.7562
300,1000,92.0096
350,50,22.4101
350,100,30.4639
350,150,36.864
350,200,42.3767
350,250,47.1217
350,300,51.4069
350,350,55.4157
350,400,59.2229
350,450,62.638
350,500,66.0072
350,550,69.1936
350,600,71.8963
350,650,74.7951
350,700,77.5318
350,750,80.0973
350,800,82.7513
350,850,85.1911
350,900,87.4759
350,950,89.8371
350,1000,92.0849
400,50,22.4258
400,100,30.6189
400,150,37.1034
400,200,42.4713
400,250,47.2526
400,300,51.5069
400,350,55.6008
400,400,59.3035
400,450,62.7491
400,500,66.0457
400,550,69.2045
400,600,71.9835
400,650,74.8353
400,700,77.624
400,750,80.1556
400,800,82.8092
400,850,85.2972
400,900,87.5375
400,950,89.8733
400,1000,92.1782
450,50,22.5785
450,100,30.6797
450,150,37.2151
450,200,42.5602
450,250,47.2972
450,300,51.7107
450,350,55.6285
450,400,59.4016
450,450,62.7829
450,500,66.0805
450,550,69.2558
450,600,72.0398
450,650,74.9102
450,700,77.6639
450,750,80.211
450,800,82.8442
450,850,85.3336
450,900,87.581
450,950,89.9291
450,1000,92.2649
500,50,22.6027
500,100,30.7051
500,150,37.3118
500,200,42.602
500,250,47.3964
500,300,51.7746
500,350,55.6942
500,400,59.4312
500,450,62.8622
500,500,66.1011
500,550,69.322
500,600,72.0765
500,650,74.9365
500,700,77.7074
500,750,80.2838
500,800,82.8521
500,850,85.3691
500,900,87.6862
500,950,90.0548
500,1000,92.3063
550,50,22.6526
550,100,30.7641
550,150,37.3118
550,200,42.6414
550,250,47.4954
550,300,51.8338
550,350,55.7114
550,400,59.5268
550,450,62.881
550,500,66.1507
550,550,69.3675
550,600,72.1052
550,650,74.946
550,700,77.7414
550,750,80.2997
