550,800,82.9523
550,850,85.457
550,900,87.7397
550,950,90.0825
550,1000,92.3496
600,50,22.7
600,100,30.8966
600,150,37.347
600,200,42.6962
600,250,47.5635
600,300,51.8482
600,350,55.7511
600,400,59.5838
600,450,62.9163
600,500,66.1975
600,550,69.3866
600,600,72.1299
600,650,74.9809
600,700,77.752
600,750,80.3459
600,800,82.9744
600,850,85.4686
600,900,87.7877
600,950,90.0956
600,1000,92.4174
650,50,22.7131
650,100,30.986
650,150,37.3498
650,200,42.7383
650,250,47.6439
650,300,51.8714
650,350,55.7512
650,400,59.5844
650,450,62.948
650,500,66.2227
650,550,69.3991
650,600,72.1646
650,650,75.0309
650,700,77.792
650,750,80.3748
650,800,83.0188
650,850,85.4888
650,900,87.8258
650,950,90.1515
650,1000,92.4809
700,50,22.7297
700,100,30.9881
700,150,37.3787
700,200,42.8698
700,250,47.6579
700,300,51.8907
700,350,55.8047
700,400,59.6525
700,450,62.9564
700,500,66.2279
700,550,69.4378
700,600,72.1899
700,650,75.0898
700,700,77.865
700,750,80.4154
700,800,83.0191
700,850,85.5556
700,900,87.8447
700,950,90.1726
700,1000,92.53
750,50,22.7297
750,100,31.075
750,150,37.4041
750,200,42.9278
750,250,47.6812
750,300,51.9282
750,350,55.8256
750,400,59.6617
750,450,62.9706
750,500,66.2531
750,550,69.442
750,600,72.2698
750,650,75.1362
750,700,77.896
750,750,80.4384
750,800,83.0772
750,850,85.587
750,900,87.878
750,950,90.2099
750,1000,92.6409
800,50,22.8092
800,100,31.0913
800,150,37.4984
800,200,42.9936
800,250,47.695
800,300,51.9446
800,350,55.8328
800,400,59.674
800,450,63.0061
800,500,66.2701
800,550,69.4689
800,600,72.2993
800,650,75.1548
800,700,77.9096
800,750,80.4778
800,800,83.101
800,850,85.6451
800,900,87.9124
800,950,90.3185
800,1000,92.6877
850,50,22.8092
850,100,31.0914
850,150,37.5084
850,200,42.9937
850,250,47.6992
850,300,51.9449
850,350,55.8745
850,400,59.6822
850,450,63.0348
850,500,66.2816
850,550,69.4889
850,600,72.3002
850,650,75.1555
850,700,77.9323
850,750,80.5202
850,800,83.14
850,850,85.663
850,900,87.9684
850,950,90.3283
850,1000,92.7574
900,50,22.8221
900,100,31.1227
900,150,37.6445
900,200,42.9949
900,250,47.702
900,300,51.979
900,350,55.8763
900,400,59.6846
900,450,63.0354
900,500,66.3441
900,550,69.4959
900,600,72.3325
900,650,75.2164
900,700,77.9697
900,750,80.5575
900,800,83.1548
900,850,85.7725
900,900,87.9907
900,950,90.3772
900,1000,92.7953
950,50,22.9136
950,100,31.1668
950,150,37.6492
950,200,42.9995
950,250,47.721
950,300,51.9844
950,350,55.8939
950,400,59.7128
950,450,63.0985
950,500,66.3611
950,550,69.502
950,600,72.3688
950,650,75.2498
950,700,77.986
950,750,80.6077
950,800,83.2029
950,850,85.7894
950,900,88.0251
950,950,90.4285
950,1000,92.8163
1000,50,22.9136
1000,100,31.2
1000,150,37.6957
1000,200,42.9996
1000,250,47.785
1000,300,52.0132
1000,350,55.8969
1000,400,59.7129
1000,450,63.1596
1000,500,66.372
1000,550,69.5021
1000,600,72.388
1000,650,75.2934
1000,700,77.9918
1000,750,80.667
1000,800,83.2127
1000,850,85.8352
1000,900,88.0697
1000,950,90.4685
1000,1000,92.8612
